"","mz","mzmin","mzmax","rt","rtmin","rtmax","into","intb","maxo","sn","sample","is_filled"
"CP1859",304.943245110064,304.943023681641,304.943359375,25.72179448002,24.00615312,27.42826907298,446151.193402731,446148.341639437,323575.71875,323575,2,0
"CP1860",304.955700372267,304.955535888672,304.956085205078,25.72179448002,24.00615312,28.00450273602,89716.0734179921,89712.6462611783,56327.91015625,56327,2,0
"CP1861",305.943976386983,305.943878173828,305.944213867188,25.72179448002,24.00615312,27.42826907298,112932.436480136,112929.584716842,92836.0625,92835,2,0
"CP1863",335.936005368377,335.934906005859,335.936309814453,25.72179448002,24.00615312,27.42826907298,236957.521461632,236954.669698338,181075.90625,181075,2,0
"CP1864",336.893060705207,336.892913818359,336.893218994141,25.72179448002,24.00615312,27.42826907298,91709.5037620382,91706.6519987441,62026.34765625,62025,2,0
"CP1865",340.920267539536,340.919982910156,340.920349121094,25.72179448002,24.00615312,27.42826907298,111913.441300754,111910.58953746,61447.8984375,61447,2,0
"CP1867",349.916430235714,349.916198730469,349.916717529297,25.72179448002,24.00615312,27.42826907298,242117.802737977,242114.950974683,185710.546875,185710,2,0
"CP1869",353.938359049039,353.938232421875,353.938751220703,25.15160094402,23.41173568002,27.42826907298,245396.31735593,245392.874613022,185020.953125,185020,2,0
"CP1871",362.892885169989,362.892761230469,362.893249511719,25.72179448002,24.00615312,27.42826907298,65077.2522971285,65074.4005338343,41390.64453125,41390,2,0
"CP1872",363.931615667029,363.931274414062,363.932464599609,25.72179448002,24.00615312,27.42826907298,115257.791562452,115254.939799158,90758.625,90758,2,0
"CP1873",368.915204215708,368.915100097656,368.915313720703,25.72179448002,24.00615312,27.42826907298,409299.079491531,409296.227728236,273658.15625,273657,2,0
"CP1876",384.887379550072,384.887084960938,384.887512207031,24.58220516802,22.84974622398,27.42826907298,248352.587425309,248348.581217816,114773.4609375,114772,2,0
"CP1878",388.942669900273,388.942474365234,388.943420410156,25.72179448002,24.00615312,27.42826907298,284679.551692174,284676.69992888,222641.625,222641,2,0
"CP1879",390.88777739603,390.887542724609,390.888427734375,25.72179448002,24.00615312,27.42826907298,87960.0465997812,87957.194836487,52156.45703125,52155,2,0
"CP1883",392.917606561114,392.917388916016,392.917755126953,25.15160094402,23.41173568002,27.42826907298,440893.847360234,440890.404617326,250618.046875,250617,2,0
"CP1884",393.884035237353,393.883758544922,393.884185791016,25.72179448002,24.00615312,27.42826907298,57307.5446673292,57304.6929040351,41938.8359375,41938,2,0
"CP1885",394.884652536801,394.881011962891,394.886077880859,25.72179448002,24.00615312,27.42826907298,91127.1007323354,91124.2489690412,65616.6640625,65616,2,0
"CP1887",396.910069779999,396.910003662109,396.910125732422,25.72179448002,24.00615312,28.00450273602,329183.605406741,329180.178249928,213468.1875,213467,2,0
"CP1891",408.86056844415,408.860137939453,408.860992431641,25.72179448002,24.00615312,28.00450273602,205003.330194474,204999.90303766,161628.296875,161627,2,0
"CP1892",411.859030590886,411.858734130859,411.859252929688,25.72179448002,24.00615312,27.42826907298,41322.7491484316,41319.8973851374,23206.158203125,23205,2,0
"CP1894",418.923801537901,418.923553466797,418.923889160156,25.72179448002,24.00615312,28.00450273602,501376.352309216,501372.925152402,464975.65625,464975,2,0
"CP1895",419.889954484795,419.889343261719,419.890350341797,25.72179448002,24.00615312,27.42826907298,243627.297862043,243624.446098749,205557.46875,205556,2,0
"CP1897",420.912501437549,420.912322998047,420.912628173828,25.15160094402,23.41173568002,27.42826907298,743178.27547073,743174.832727822,400240.03125,400239,2,0
"CP1898",422.912683139403,422.909881591797,422.913848876953,25.72179448002,22.84974622398,27.42826907298,469928.580446593,469924.5742391,351443.1875,351442,2,0
"CP1900",424.884734768067,424.882507324219,424.885589599609,26.28591222402,24.58220516802,27.42826907298,36618.9290381475,36616.6521870235,24082.833984375,24082,2,0
"CP1904",436.890044749304,436.889831542969,436.890228271484,25.72179448002,24.00615312,27.42826907298,136038.585674058,136035.733910764,81342.703125,81342,2,0
"CP1908",446.858561106654,446.857971191406,446.858734130859,25.72179448002,24.00615312,27.42826907298,83655.225802524,83652.3740392298,73075.625,73075,2,0
"CP1909",446.918836005229,446.918670654297,446.918914794922,25.72179448002,24.00615312,27.42826907298,1191106.5087683,1191103.657005,1002398.5,1002398,2,0
"CP1910",447.919696288227,447.919586181641,447.919982910156,25.72179448002,24.00615312,27.42826907298,513311.689420412,513308.837657118,433092.46875,433091,2,0
"CP1911",448.915848977746,448.915191650391,448.916656494141,25.72179448002,24.00615312,27.42826907298,539731.300157866,539728.448394572,477028.46875,477027,2,0
"CP1914",454.901042984292,454.900787353516,454.901092529297,25.72179448002,24.00615312,27.42826907298,147787.946247379,147785.094484085,158383.328125,158382,2,0
"CP1919",463.897434814978,463.897125244141,463.897521972656,25.72179448002,24.00615312,27.42826907298,350830.03781279,350827.186049496,304552.875,304552,2,0
"CP1920",464.893137462471,464.892974853516,464.893676757812,25.72179448002,24.00615312,27.42826907298,340052.840561519,340049.988798225,248880.015625,248879,2,0
"CP1925",474.913604080402,474.913391113281,474.913757324219,25.72179448002,24.00615312,27.42826907298,570894.823591019,570891.971827725,500225.84375,500225,2,0
"CP1927",475.914723707888,475.91455078125,475.915832519531,25.72179448002,24.00615312,27.42826907298,230019.595763819,230016.744000525,204628.40625,204627,2,0
"CP1929",476.911098533605,476.910736083984,476.911315917969,25.72179448002,24.00615312,27.42826907298,232914.636236913,232911.784473619,208766.03125,208765,2,0
"CP1930",478.873549937729,478.868225097656,478.875030517578,25.72179448002,24.00615312,28.00450273602,403041.674530306,403038.247373493,302990.96875,302990,2,0
"CP1932",480.900331067865,480.899505615234,480.901550292969,25.72179448002,24.00615312,27.42826907298,42101.5523364235,42098.7005731294,21997.19921875,21996,2,0
"CP1934",490.891220068812,490.891143798828,490.891387939453,25.72179448002,24.00615312,27.42826907298,600311.256572873,600308.404809579,530358.125,530357,2,0
"CP1937",492.864344388814,492.864196777344,492.864654541016,25.72179448002,24.00615312,27.42826907298,190329.231015015,190326.379251721,158738.59375,158738,2,0
"CP1938",492.890046639444,492.887664794922,492.891891479492,25.72179448002,24.00615312,27.42826907298,177653.427791863,177650.576028569,172285.2578125,172284,2,0
"CP1944",501.921095745589,501.920806884766,501.921173095703,25.72179448002,24.00615312,27.42826907298,681614.170332161,681611.318568867,618908.25,618907,2,0
"CP1945",502.916872996658,502.916656494141,502.917205810547,25.72179448002,24.00615312,27.42826907298,577059.952627279,577057.100863985,533496.5625,533496,2,0
"CP1950",506.897950045458,506.897735595703,506.898284912109,25.72179448002,24.00615312,27.42826907298,178670.446231414,178667.59446812,112671.875,112671,2,0
"CP1957",520.856484798703,520.852294921875,520.859497070312,25.72179448002,24.00615312,28.00450273602,90904.6132417522,90901.1860849384,78389.73046875,78389,2,0
"CP1959",522.842107862091,522.84130859375,522.843872070312,26.28591222402,24.58220516802,27.42826907298,49758.9503862939,49756.6735351699,28789.642578125,28789,2,0
"CP1961",532.90424242313,532.90380859375,532.904357910156,25.72179448002,24.00615312,27.42826907298,227514.892062567,227512.040299273,258497.71875,258497,2,0
"CP1968",546.844655191265,546.842590332031,546.849182128906,25.72179448002,24.00615312,27.42826907298,73716.5717243777,73713.7199610835,53146.3984375,53145,2,0
"CP1970",550.869943403893,550.869140625,550.872009277344,25.72179448002,24.00615312,27.42826907298,166917.97211184,166915.120348546,157058.171875,157057,2,0
"CP1971",552.84460157714,552.842712402344,552.845642089844,25.72179448002,24.00615312,27.42826907298,122653.655303789,122650.803540495,109644.484375,109643,2,0
"CP1975",560.839441633487,560.839111328125,560.839965820312,25.72179448002,24.00615312,27.42826907298,150241.479734992,150238.627971697,113108.1328125,113107,2,0
