"","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","pooled","Unknown","mtab_webber_cuba_lumos_062018_uplc_12","mtab_webber_cuba_lumos_062018_uplc_13","mtab_webber_cuba_lumos_062018_uplc_14","mtab_webber_cuba_lumos_062018_uplc_15","mtab_webber_cuba_lumos_062018_uplc_19","mtab_webber_cuba_lumos_062018_uplc_26","mtab_webber_cuba_lumos_062018_uplc_31","mtab_webber_cuba_lumos_062018_uplc_37","isotopes","adduct","pcgroup"
"17",108.988433242798,108.988433242798,108.988433242798,26.295055935,26.295055935,26.295055935,1,0,1,99995.1873394824,173893.015288643,116787.831542409,114211.190037139,85139.8254333421,79735.9613346415,101085.208292547,103160.617117666,"","","1"
"18",115.003341148662,115.003298377375,115.003349742661,59.09996674329,58.6301689147949,59.3862266540527,6,3,3,144992.70058269,209560.276554417,173052.154875269,171408.146804387,159385.48272188,152706.686170009,67380.407479997,364534.420044968,"","","156"
"19",115.989234533399,115.989229868662,115.989245610863,26.2972469329834,25.7566547393799,26.3441963195801,5,1,4,75915.375000577,116756.086130133,83236.922417013,119335.528513687,21190.9803857569,86402.673917806,124798.810934878,30027.6897242659,"","","1"
"20",117.01952242333,117.019439299342,117.01962149802,210.827919006348,210.668685913086,212.019088745117,8,3,5,323187.653733035,323195.304680116,348610.795773011,386032.542211299,222576.034372682,250665.703664204,267740.949597601,315016.901785869,"","","729"
"21",116.986043542872,116.986015713739,116.986061362977,26.2972469329834,25.6976871490479,26.3441963195801,7,3,4,107133.139334179,123151.364444129,111596.15183807,125611.171761459,113147.633709985,97813.6879868066,129352.908268928,18357.5759946392,"","[M+Cl]- 82.016","1"
"22",117.019024904756,117.018953121543,117.01904358053,76.0190238952637,75.7453842163086,76.3096923828125,4,1,3,276375.969516185,425866.817208364,422321.644419314,255306.303472385,313285.407440894,170072.576228182,77162.1525936127,458123.256761537,"","","136"
"23",118.966065659957,118.966009670121,118.992788608658,26.2601432800293,25.1298580169678,26.9096355438232,9,3,5,369745.026652479,337747.952848309,311121.439590256,352663.693475539,336249.782222982,179211.7975073,326250.659732152,160173.558687621,"","[M-2H+K]- 82.016","1"
"24",118.932377474211,118.932311481491,118.932443466931,204.57029390352,201.91259662302,207.22799118402,2,0,1,104416.362282976,482608.710322833,113739.097071088,229628.585166565,104325.398269925,120634.84532937,155026.084042587,152565.423495437,"","","497"
"25",118.931685897871,118.931685897871,118.931685897871,240.249771118164,240.249771118164,240.249771118164,1,0,1,43991.5647456855,7772.38071100116,11864.707354892,41949.0219813734,129076.209182054,154584.660834968,64463.8105920476,47008.5782868058,"","","654"
"26",118.931707495621,118.931707495621,118.931707495621,232.745666503906,232.745666503906,232.745666503906,1,0,1,62174.5750751843,45844.9622274687,48923.6821608659,54102.1576295876,11571.0526965062,20449.8081378887,93671.4011388565,83590.3538761785,"","","685"
"27",118.931805098663,118.931805098663,118.931805098663,248.530746459961,248.530746459961,248.530746459961,1,0,1,267699.337099406,7852.57601427039,19265.9014104903,5611.39232792954,301276.859110689,304390.772794512,90236.6723078112,259748.767087482,"","","137"
"28",118.932485511824,118.932485511824,118.932485511824,174.620193481445,174.620193481445,174.620193481445,1,0,1,83326.6972565543,93261.3431001877,59854.3982715441,77561.9268304054,83644.6678538935,101084.045988166,89093.2212718073,42055.0836814083,"","","273"
"29",119.925363019991,119.925363019991,119.925363019991,255.01806640625,255.01806640625,255.01806640625,1,0,1,54245.225894022,33363.1515638262,19234.958712671,51163.8438822448,21409.4109920025,48800.6895111918,63637.7605462312,44174.20788607,"","","509"
"30",119.925371726556,119.925371726556,119.925371726556,261.478149414062,261.478149414062,261.478149414062,1,0,1,60145.6444964409,91495.4044940807,33162.5253712982,50670.1346970648,36302.0450117503,8224.54685638845,89494.7292041988,6488.52785636485,"","","581"
"31",119.925359408457,119.925359408457,119.925359408457,247.941162109375,247.941162109375,247.941162109375,1,0,1,101176.699468911,36207.1072725604,14698.2946224064,81236.2834419807,11545.7246473163,84758.0408373939,111014.159384483,77669.1359628635,"","","320"
"32",119.925232919344,119.925232919344,119.925232919344,240.839157104492,240.839157104492,240.839157104492,1,0,1,36871.6563781628,28303.8995008362,11315.2266104349,65208.4665841481,38881.1091201901,24847.4097251296,103401.096168532,59302.1068550423,"","","655"
"33",119.92526007045,119.92526007045,119.92526007045,232.149780273438,232.149780273438,232.149780273438,1,0,1,109013.078475787,114548.484693151,41043.9240250799,50921.0997349707,66908.2947492165,55762.8090026478,147378.49144048,75822.5848964353,"","","326"
"34",120.037832749824,120.037754702836,120.037915586905,74.6155090332031,73.8840866088867,75.1832122802734,5,2,3,41198.5926277729,36576.1673205317,53546.9095335414,37516.4207545985,31142.0549116773,28633.1995057257,48476.5675743507,42846.1974628825,"","","530"
"35",121.028465080548,121.028446311914,121.028547952772,250.886199951172,250.860626220703,250.923004150391,4,3,1,1498416.07181137,429181.795150184,2241501.20559233,390155.957744076,1275832.93580922,1218918.5636597,500541.234920582,566817.828232708,"[2][M]-","","16"
"36",120.954507818541,120.954474023318,120.954512196772,26.2601432800293,25.728940047,26.3244209289551,3,2,1,43958.626169256,55856.3179745027,58183.0043149859,71522.7176503586,79968.2905625224,73742.3105955326,75484.9560236232,12885.8073122259,"","","1"
